Totalt kapital på Avanza;Totalt kapital i Auto;Kapital i Avanza Auto 1;Kapital i Avanza Auto 2;Kapital i Avanza Auto 3;Kapital i Avanza Auto 4;Kapital i Avanza Auto 5;Kapital i Avanza Auto 6;Kapital i aktier;Kapital i fonder (inklusive Auto);Kund sedan år;Kön;Åldersintervall;Inloggade dagar senaste månaden
2000;1000;1000;0;0;0;0;0;0;1000;2019;Kvinna;18-30;4
153000;0;0;0;0;0;0;0;25000;128000;2021;Kvinna;31-40;24
15000;0;0;0;0;0;0;0;15000;0;2016;Man;31-40;24
187000;0;0;0;0;0;0;0;182000;0;2014;Kvinna;31-40;24
633000;0;0;0;0;0;0;0;519000;109000;2011;Man;61-70;25
2000;0;0;0;0;0;0;0;0;0;2017;Man;18-30;4
24000;0;0;0;0;0;0;0;12000;10000;2015;Man;31-40;0
10000;1000;1000;0;0;0;0;0;0;7000;2020;Kvinna;31-40;0
2000;0;0;0;0;0;0;0;2000;0;2015;Man;18-30;2
560000;116000;0;116000;0;0;0;0;0;480000;2014;Kvinna;41-50;17
1112000;0;0;0;0;0;0;0;557000;142000;2015;Man;18-30;25
5000;0;0;0;0;0;0;0;0;5000;2019;Kvinna;41-50;0
1000;0;0;0;0;0;0;0;0;0;2021;Kvinna;31-40;0
88000;0;0;0;0;0;0;0;37000;0;2015;Kvinna;41-50;2
0;0;0;0;0;0;0;0;0;0;2006;Kvinna;81-90;0
50000;0;0;0;0;0;0;0;24000;0;2014;Kvinna;51-60;0
2000;0;0;0;0;0;0;0;1000;0;2021;Kvinna;31-40;3
20000;0;0;0;0;0;0;0;11000;0;2020;Man;31-40;18
443000;9000;0;0;0;0;9000;0;384000;9000;2019;Man;31-40;1
0;0;0;0;0;0;0;0;0;0;2002;Man;61-70;0
344000;0;0;0;0;0;0;0;331000;13000;2018;Man;51-60;23
38000;3000;0;3000;0;0;0;0;34000;3000;2019;Kvinna;18-30;7
33000;0;0;0;0;0;0;0;17000;16000;2019;Man;18-30;3
1000;0;0;0;0;0;0;0;0;1000;2021;Kvinna;18-30;11
89000;0;0;0;0;0;0;0;18000;71000;2019;Man;18-30;24
43000;43000;0;0;0;0;43000;0;0;43000;2018;Kvinna;31-40;0
13000;0;0;0;0;0;0;0;5000;7000;2021;Kvinna;51-60;10
26000;26000;0;0;12000;0;0;14000;0;26000;2018;Man;31-40;3
244000;242000;0;0;88000;149000;0;5000;0;242000;2018;Kvinna;18-30;1
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;31-40;1
1000;0;0;0;0;0;0;0;1000;0;2021;Man;18-30;4
758000;0;0;0;0;0;0;0;241000;92000;2019;Man;31-40;27
0;0;0;0;0;0;0;0;0;0;2017;Man;18-30;0
361000;0;0;0;0;0;0;0;0;361000;2020;Man;51-60;15
114000;0;0;0;0;0;0;0;33000;63000;2021;Man;18-30;19
4428000;0;0;0;0;0;0;0;2892000;0;2019;Företag;-;30
12642000;0;0;0;0;0;0;0;11639000;2424000;2007;Man;41-50;23
81000;72000;0;0;0;0;72000;0;0;81000;2018;Man;31-40;6
865000;0;0;0;0;0;0;0;706000;135000;2005;Kvinna;31-40;4
1643000;0;0;0;0;0;0;0;930000;712000;2020;Man;51-60;31
0;0;0;0;0;0;0;0;0;0;2019;Kvinna;71-80;0
744000;0;0;0;0;0;0;0;393000;163000;2007;Man;51-60;12
98000;1000;0;0;0;0;0;1000;94000;3000;2019;Man;31-40;24
57000;0;0;0;0;0;0;0;0;57000;2021;Man;18-30;19
1692000;0;0;0;0;0;0;0;0;1658000;2018;Man;31-40;2
169000;169000;0;0;0;0;0;169000;0;169000;2019;Man;18-30;2
0;0;0;0;0;0;0;0;0;0;2019;Kvinna;41-50;0
56000;0;0;0;0;0;0;0;44000;4000;2021;Man;41-50;26
13000;0;0;0;0;0;0;0;5000;0;2016;Man;31-40;1
67000;56000;0;0;34000;0;0;23000;10000;56000;2020;Kvinna;31-40;10
1000;0;0;0;0;0;0;0;0;0;2000;Man;61-70;0
0;0;0;0;0;0;0;0;0;0;2021;Man;41-50;5
0;0;0;0;0;0;0;0;0;0;2020;Man;51-60;0
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;0
406000;0;0;0;0;0;0;0;369000;0;2009;Kvinna;41-50;0
85000;0;0;0;0;0;0;0;23000;62000;2017;Kvinna;18-30;7
3000;0;0;0;0;0;0;0;1000;2000;2021;Kvinna;18-30;6
59000;4000;0;0;0;2000;0;2000;35000;20000;2020;Kvinna;31-40;4
160000;0;0;0;0;0;0;0;2000;152000;2017;Kvinna;18-30;4
7000;0;0;0;0;0;0;0;0;7000;2019;Kvinna;18-30;0
19000;2000;0;0;0;0;2000;0;0;19000;2019;Kvinna;31-40;3
36000;0;0;0;0;0;0;0;36000;0;2019;Man;18-30;14
700000;0;0;0;0;0;0;0;189000;420000;2017;Man;18-30;28
30000;0;0;0;0;0;0;0;10000;20000;2019;Man;31-40;25
1000;0;0;0;0;0;0;0;0;1000;2016;Kvinna;41-50;0
92000;27000;27000;0;0;0;0;0;10000;82000;2019;Man;18-30;5
2000;0;0;0;0;0;0;0;0;2000;2008;Man;71-80;0
2391000;0;0;0;0;0;0;0;2388000;0;2016;Man;31-40;21
80000;0;0;0;0;0;0;0;2000;59000;2018;Man;18-30;3
0;0;0;0;0;0;0;0;0;0;2012;Man;18-30;0
688000;0;0;0;0;0;0;0;0;661000;2019;Kvinna;41-50;0
86000;0;0;0;0;0;0;0;23000;63000;2012;Man;31-40;25
29000;29000;0;0;0;0;29000;0;1000;29000;2017;Man;18-30;18
53000;0;0;0;0;0;0;0;53000;0;2015;Man;31-40;3
74000;0;0;0;0;0;0;0;61000;0;2019;Man;18-30;14
6000;0;0;0;0;0;0;0;6000;0;2021;Man;18-30;6
452000;0;0;0;0;0;0;0;0;452000;2021;Man;51-60;24
389000;0;0;0;0;0;0;0;12000;13000;2019;Man;18-30;9
14000;0;0;0;0;0;0;0;10000;3000;2019;Man;41-50;15
542000;0;0;0;0;0;0;0;539000;0;2014;Man;61-70;5
31000;0;0;0;0;0;0;0;0;8000;2021;Kvinna;31-40;22
264000;0;0;0;0;0;0;0;0;264000;2013;Man;11-17;0
35000;0;0;0;0;0;0;0;15000;19000;2005;Man;11-17;0
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;0
199000;0;0;0;0;0;0;0;121000;62000;2009;Kvinna;51-60;8
333000;0;0;0;0;0;0;0;325000;0;2016;Man;18-30;27
240000;0;0;0;0;0;0;0;0;208000;2015;Kvinna;41-50;1
146000;0;0;0;0;0;0;0;0;38000;2013;Man;31-40;13
32000;1000;0;0;0;0;1000;0;0;32000;2020;Kvinna;31-40;6
75000;0;0;0;0;0;0;0;0;75000;2018;Man;41-50;0
122000;0;0;0;0;0;0;0;0;115000;2018;Företag;-;0
1000;0;0;0;0;0;0;0;0;1000;2021;Kvinna;18-30;25
72000;0;0;0;0;0;0;0;9000;64000;2017;Man;18-30;24
0;0;0;0;0;0;0;0;0;0;2007;Kvinna;61-70;0
161000;0;0;0;0;0;0;0;161000;0;2018;Man;18-30;8
1254000;0;0;0;0;0;0;0;981000;76000;2014;Kvinna;71-80;0
2512000;0;0;0;0;0;0;0;70000;2441000;2016;Man;41-50;4
277000;0;0;0;0;0;0;0;249000;0;2019;Man;51-60;10
268000;0;0;0;0;0;0;0;57000;210000;2016;Man;51-60;24
88000;9000;0;0;7000;0;0;3000;0;88000;2017;Kvinna;41-50;15
2748000;74000;0;0;0;0;0;74000;1910000;561000;2008;Man;51-60;5
224000;0;0;0;0;0;0;0;224000;0;2015;Man;18-30;2
2000;0;0;0;0;0;0;0;0;0;1900;Man;31-40;0
150000;0;0;0;0;0;0;0;0;148000;2014;Man;31-40;1
19000;0;0;0;0;0;0;0;11000;8000;2021;Man;31-40;20
3000;0;0;0;0;0;0;0;3000;0;2020;Man;31-40;1
35000;0;0;0;0;0;0;0;24000;11000;2021;Man;51-60;27
2000;0;0;0;0;0;0;0;1000;0;2021;Man;51-60;0
14000;14000;14000;0;0;0;0;0;0;14000;2019;Man;41-50;1
497000;0;0;0;0;0;0;0;254000;200000;2021;Man;31-40;14
11000;0;0;0;0;0;0;0;0;0;2021;Kvinna;61-70;0
36000;0;0;0;0;0;0;0;0;35000;2008;Man;18-30;0
72000;17000;0;0;0;0;0;17000;0;72000;2015;Man;31-40;3
25000;0;0;0;0;0;0;0;0;0;2018;Kvinna;31-40;4
38000;0;0;0;0;0;0;0;22000;16000;2020;Kvinna;31-40;2
63000;0;0;0;0;0;0;0;63000;0;2020;Man;31-40;25
52000;0;0;0;0;0;0;0;49000;1000;2019;Kvinna;51-60;25
223000;105000;0;73000;0;0;16000;16000;38000;168000;2007;Kvinna;31-40;17
923000;0;0;0;0;0;0;0;818000;25000;2014;Man;41-50;23
11000;0;0;0;0;0;0;0;0;11000;2021;Kvinna;31-40;1
17000;0;0;0;0;0;0;0;17000;0;2021;Man;31-40;17
16000;0;0;0;0;0;0;0;0;16000;2020;Kvinna;18-30;7
164000;0;0;0;0;0;0;0;0;164000;2008;Kvinna;51-60;0
907000;0;0;0;0;0;0;0;61000;844000;2015;Man;31-40;4
60000;0;0;0;0;0;0;0;0;60000;2020;Man;0-10;0
11000;0;0;0;0;0;0;0;11000;0;2020;Man;51-60;21
0;0;0;0;0;0;0;0;0;0;2001;Man;61-70;0
47000;0;0;0;0;0;0;0;46000;1000;2017;Man;31-40;22
453000;0;0;0;0;0;0;0;452000;0;2021;Man;41-50;23
233000;0;0;0;0;0;0;0;100000;132000;2021;Man;18-30;26
3000;0;0;0;0;0;0;0;1000;2000;2021;Man;31-40;28
5000;0;0;0;0;0;0;0;4000;0;2021;Man;31-40;5
101000;0;0;0;0;0;0;0;0;101000;2015;Kvinna;31-40;0
75000;0;0;0;0;0;0;0;75000;0;2020;Kvinna;51-60;1
0;0;0;0;0;0;0;0;0;0;2009;Man;18-30;0
3069000;0;0;0;0;0;0;0;2381000;193000;2000;Man;61-70;25
226000;0;0;0;0;0;0;0;220000;0;2014;Kvinna;0-10;0
113000;0;0;0;0;0;0;0;82000;34000;2018;Man;18-30;5
136000;0;0;0;0;0;0;0;0;136000;2010;Man;61-70;0
253000;0;0;0;0;0;0;0;0;189000;2015;Man;18-30;21
6000;0;0;0;0;0;0;0;6000;0;2011;Man;31-40;0
8000;4000;0;0;0;4000;0;0;2000;6000;2021;Man;51-60;1
24000;0;0;0;0;0;0;0;24000;0;2021;Man;41-50;9
263000;23000;0;0;0;0;0;23000;118000;145000;2019;Kvinna;31-40;23
28000;0;0;0;0;0;0;0;0;27000;2017;Kvinna;31-40;14
4000;0;0;0;0;0;0;0;0;1000;2020;Man;18-30;0
195000;0;0;0;0;0;0;0;0;195000;2017;Man;31-40;1
507000;0;0;0;0;0;0;0;352000;0;2019;Man;31-40;2
2204000;13000;0;0;0;0;0;13000;1903000;192000;2014;Man;51-60;27
0;0;0;0;0;0;0;0;0;0;2019;Man;41-50;0
1000;0;0;0;0;0;0;0;0;0;2020;Kvinna;31-40;1
26000;0;0;0;0;0;0;0;19000;7000;2021;Kvinna;18-30;0
1105000;0;0;0;0;0;0;0;141000;926000;2006;Man;61-70;23
0;0;0;0;0;0;0;0;0;0;2000;Företag;-;0
2687000;0;0;0;0;0;0;0;2130000;196000;2002;Kvinna;81-90;18
600000;0;0;0;0;0;0;0;251000;0;2013;Man;41-50;19
7000;0;0;0;0;0;0;0;6000;0;2018;Man;41-50;0
298000;0;0;0;0;0;0;0;102000;178000;2018;Man;31-40;27
398000;0;0;0;0;0;0;0;398000;0;2018;Kvinna;61-70;0
36000;0;0;0;0;0;0;0;36000;0;2018;Man;61-70;0
1000;0;0;0;0;0;0;0;0;0;2021;Kvinna;18-30;0
1332000;0;0;0;0;0;0;0;1262000;3000;2021;Kvinna;31-40;1
592000;0;0;0;0;0;0;0;0;91000;2009;Man;51-60;21
7000;0;0;0;0;0;0;0;3000;4000;2019;Man;11-17;22
15000;0;0;0;0;0;0;0;10000;5000;2019;Kvinna;51-60;3
7000;0;0;0;0;0;0;0;7000;0;2021;Kvinna;61-70;3
100000;44000;0;0;6000;0;0;38000;47000;44000;2012;Man;18-30;20
29000;0;0;0;0;0;0;0;21000;8000;2020;Man;18-30;5
120000;0;0;0;0;0;0;0;0;0;2018;Kvinna;31-40;0
53000;0;0;0;0;0;0;0;44000;0;2020;Kvinna;18-30;0
1000;0;0;0;0;0;0;0;0;0;2021;Man;31-40;2
55000;0;0;0;0;0;0;0;0;4000;2012;Man;41-50;7
27000;0;0;0;0;0;0;0;1000;26000;2017;Man;18-30;24
290000;0;0;0;0;0;0;0;6000;282000;2020;Man;31-40;19
28000;0;0;0;0;0;0;0;28000;0;2019;Man;41-50;1
30000;0;0;0;0;0;0;0;4000;15000;2019;Kvinna;31-40;3
669000;39000;0;0;0;0;0;39000;42000;281000;2018;Kvinna;51-60;14
0;0;0;0;0;0;0;0;0;0;2020;Man;31-40;3
270000;0;0;0;0;0;0;0;0;270000;2015;Man;31-40;9
1000;0;0;0;0;0;0;0;1000;0;2005;Man;51-60;1
538000;0;0;0;0;0;0;0;222000;287000;2007;Kvinna;31-40;10
2000;0;0;0;0;0;0;0;2000;1000;2021;Man;18-30;23
10000;0;0;0;0;0;0;0;10000;0;2021;Kvinna;18-30;27
39000;34000;0;0;34000;0;0;0;4000;35000;2017;Kvinna;31-40;21
24000;0;0;0;0;0;0;0;19000;4000;2020;Man;18-30;10
13000;0;0;0;0;0;0;0;12000;0;2020;Man;51-60;4
82000;0;0;0;0;0;0;0;11000;0;2017;Man;18-30;9
6000;0;0;0;0;0;0;0;0;6000;2020;Kvinna;31-40;0
156000;0;0;0;0;0;0;0;29000;124000;2010;Kvinna;31-40;8
7000;0;0;0;0;0;0;0;4000;0;2019;Kvinna;51-60;4
2000;0;0;0;0;0;0;0;2000;0;2019;Kvinna;11-17;0
557000;0;0;0;0;0;0;0;545000;0;2021;Man;51-60;4
34000;0;0;0;0;0;0;0;0;34000;2019;Kvinna;31-40;0
0;0;0;0;0;0;0;0;0;0;2020;Man;51-60;0
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;4
7000;0;0;0;0;0;0;0;0;7000;2019;Kvinna;18-30;0
3000;0;0;0;0;0;0;0;0;3000;2021;Kvinna;18-30;7
12000;0;0;0;0;0;0;0;11000;1000;2017;Kvinna;18-30;10
151000;0;0;0;0;0;0;0;43000;104000;2020;Man;18-30;13
1000;0;0;0;0;0;0;0;1000;0;2021;Kvinna;31-40;4
4000;0;0;0;0;0;0;0;4000;0;2021;Kvinna;18-30;1
1294000;0;0;0;0;0;0;0;1281000;0;2017;Man;18-30;30
153000;0;0;0;0;0;0;0;27000;119000;2019;Man;18-30;15
2000;0;0;0;0;0;0;0;2000;0;2019;Kvinna;51-60;27
0;0;0;0;0;0;0;0;0;0;2017;Man;18-30;0
33000;0;0;0;0;0;0;0;31000;0;2018;Man;41-50;28
173000;0;0;0;0;0;0;0;68000;77000;2008;Kvinna;11-17;0
1000;0;0;0;0;0;0;0;0;1000;2021;Man;11-17;30
2000;0;0;0;0;0;0;0;0;2000;2021;Kvinna;18-30;5
0;0;0;0;0;0;0;0;0;0;2015;Kvinna;18-30;0
25000;0;0;0;0;0;0;0;11000;14000;2019;Kvinna;18-30;6
83000;0;0;0;0;0;0;0;0;82000;2015;Kvinna;31-40;0
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;9
7000;1000;0;0;0;0;1000;1000;6000;1000;2015;Man;41-50;22
421000;0;0;0;0;0;0;0;393000;0;2017;Man;71-80;11
1000;0;0;0;0;0;0;0;0;0;2009;Kvinna;18-30;0
20000;0;0;0;0;0;0;0;5000;15000;2021;Man;18-30;23
191000;0;0;0;0;0;0;0;176000;15000;2021;Kvinna;31-40;0
26000;0;0;0;0;0;0;0;24000;0;2007;Man;71-80;24
1656000;160000;0;0;0;0;0;160000;0;1650000;2016;Företag;-;5
106000;0;0;0;0;0;0;0;0;106000;2008;Man;71-80;0
1183000;0;0;0;0;0;0;0;1164000;0;2002;Man;51-60;6
31000;0;0;0;0;0;0;0;0;31000;2015;Man;51-60;6
36000;0;0;0;0;0;0;0;1000;35000;2017;Man;31-40;12
384000;1000;1000;0;0;0;0;0;277000;106000;2017;Man;31-40;15
4000;0;0;0;0;0;0;0;1000;3000;2020;Man;18-30;0
1055000;0;0;0;0;0;0;0;0;1036000;2012;Man;51-60;0
296000;0;0;0;0;0;0;0;35000;259000;2014;Kvinna;31-40;0
109000;2000;0;0;0;0;0;2000;70000;2000;2018;Man;18-30;12
359000;0;0;0;0;0;0;0;319000;0;2016;Man;31-40;14
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;18-30;7
0;0;0;0;0;0;0;0;0;0;2004;Man;71-80;0
76000;0;0;0;0;0;0;0;0;50000;2013;Kvinna;31-40;0
28000;0;0;0;0;0;0;0;19000;8000;2016;Man;51-60;1
104000;0;0;0;0;0;0;0;35000;68000;2020;Man;18-30;24
291000;0;0;0;0;0;0;0;290000;0;2009;Man;31-40;27
11000;0;0;0;0;0;0;0;0;0;2021;Man;31-40;18
6000;0;0;0;0;0;0;0;5000;0;2019;Man;41-50;1
284000;0;0;0;0;0;0;0;102000;161000;2016;Man;31-40;9
22000;0;0;0;0;0;0;0;17000;5000;2019;Kvinna;31-40;24
125000;0;0;0;0;0;0;0;0;125000;2015;Man;41-50;14
1000;0;0;0;0;0;0;0;0;1000;2021;Kvinna;41-50;3
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;20
2000;0;0;0;0;0;0;0;0;0;2021;Kvinna;18-30;6
139000;0;0;0;0;0;0;0;88000;36000;2006;Man;51-60;8
29000;0;0;0;0;0;0;0;28000;0;2020;Man;18-30;22
69000;0;0;0;0;0;0;0;68000;0;2019;Man;18-30;3
9000;8000;0;0;0;0;8000;0;1000;8000;2021;Man;18-30;10
1188000;311000;0;0;0;0;311000;0;16000;1106000;2010;Man;18-30;31
449000;0;0;0;0;0;0;0;238000;160000;2013;Kvinna;18-30;5
73000;0;0;0;0;0;0;0;0;73000;2017;Man;41-50;0
4986000;0;0;0;0;0;0;0;1000000;3038000;2002;Kvinna;41-50;5
60000;0;0;0;0;0;0;0;0;59000;2011;Man;61-70;7
33000;0;0;0;0;0;0;0;0;33000;2017;Man;18-30;4
8000;8000;0;8000;0;0;0;0;0;8000;2020;Kvinna;31-40;1
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;7
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
446000;0;0;0;0;0;0;0;171000;60000;2016;Kvinna;51-60;7
0;0;0;0;0;0;0;0;0;0;2015;Man;41-50;3
1000;0;0;0;0;0;0;0;0;1000;2021;Kvinna;18-30;0
105000;0;0;0;0;0;0;0;75000;5000;2007;Kvinna;11-17;0
0;0;0;0;0;0;0;0;0;0;2021;Man;41-50;3
81000;0;0;0;0;0;0;0;80000;0;2020;Kvinna;61-70;4
1000;0;0;0;0;0;0;0;1000;0;2017;Man;41-50;0
31000;0;0;0;0;0;0;0;30000;0;2019;Kvinna;31-40;9
29000;0;0;0;0;0;0;0;24000;5000;2016;Man;31-40;5
0;0;0;0;0;0;0;0;0;0;2012;Man;18-30;0
436000;0;0;0;0;0;0;0;419000;131000;2017;Kvinna;51-60;0
346000;0;0;0;0;0;0;0;0;346000;2014;Man;41-50;4
126000;0;0;0;0;0;0;0;0;125000;2016;Man;0-10;0
70000;0;0;0;0;0;0;0;37000;33000;2021;Man;18-30;28
1755000;0;0;0;0;0;0;0;645000;793000;2011;Kvinna;61-70;1
5000;0;0;0;0;0;0;0;0;5000;2016;Kvinna;31-40;0
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
249000;0;0;0;0;0;0;0;133000;110000;2019;Kvinna;18-30;23
5000;0;0;0;0;0;0;0;1000;4000;2020;Kvinna;41-50;1
722000;0;0;0;0;0;0;0;0;722000;2019;Kvinna;31-40;15
68000;0;0;0;0;0;0;0;38000;30000;2019;Kvinna;31-40;8
92000;0;0;0;0;0;0;0;77000;15000;2021;Man;51-60;4
22000;0;0;0;0;0;0;0;0;22000;2021;Man;51-60;3
1928000;0;0;0;0;0;0;0;1926000;2000;2015;Man;31-40;23
1271000;0;0;0;0;0;0;0;681000;435000;2000;Man;71-80;5
17000;0;0;0;0;0;0;0;17000;0;2020;Man;41-50;1
13000;0;0;0;0;0;0;0;13000;0;2016;Man;41-50;1
0;0;0;0;0;0;0;0;0;0;2017;Kvinna;31-40;0
0;0;0;0;0;0;0;0;0;0;2007;Man;11-17;0
724000;12000;0;0;5000;0;0;7000;557000;167000;2013;Man;41-50;7
663000;0;0;0;0;0;0;0;0;641000;2021;Man;31-40;25
320000;0;0;0;0;0;0;0;262000;0;2020;Kvinna;61-70;7
33000;0;0;0;0;0;0;0;0;28000;2010;Man;31-40;11
6000;0;0;0;0;0;0;0;6000;0;2020;Man;41-50;15
0;0;0;0;0;0;0;0;0;0;2018;Kvinna;18-30;1
0;0;0;0;0;0;0;0;0;0;2016;Kvinna;18-30;0
0;0;0;0;0;0;0;0;0;0;2000;Man;51-60;0
0;0;0;0;0;0;0;0;0;0;2019;Man;31-40;0
391000;0;0;0;0;0;0;0;139000;250000;2018;Kvinna;51-60;28
14000;0;0;0;0;0;0;0;10000;3000;2020;Kvinna;61-70;20
36000;0;0;0;0;0;0;0;7000;21000;2020;Kvinna;31-40;0
453000;0;0;0;0;0;0;0;158000;207000;2015;Man;31-40;21
8000;0;0;0;0;0;0;0;0;8000;2019;Man;31-40;0
1434000;0;0;0;0;0;0;0;0;1596000;2016;Man;61-70;14
16000;0;0;0;0;0;0;0;0;16000;2020;Man;31-40;20
128000;0;0;0;0;0;0;0;0;128000;2015;Man;11-17;5
90000;0;0;0;0;0;0;0;84000;0;2016;Man;41-50;10
2000;0;0;0;0;0;0;0;1000;1000;2021;Kvinna;31-40;9
22000;0;0;0;0;0;0;0;0;22000;2020;Kvinna;51-60;0
122000;59000;0;0;0;0;59000;0;0;122000;2021;Kvinna;41-50;3
7000;0;0;0;0;0;0;0;7000;0;2020;Man;18-30;20
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;1
54000;0;0;0;0;0;0;0;0;11000;2020;Kvinna;61-70;3
131000;17000;0;0;0;0;17000;0;110000;17000;2020;Kvinna;51-60;22
57000;0;0;0;0;0;0;0;45000;8000;2020;Kvinna;18-30;3
1320000;0;0;0;0;0;0;0;691000;0;2017;Kvinna;71-80;10
169000;0;0;0;0;0;0;0;64000;32000;2015;Man;31-40;19
2459000;0;0;0;0;0;0;0;1510000;862000;2000;Man;51-60;31
11000;0;0;0;0;0;0;0;0;11000;2021;Kvinna;18-30;8
2000;0;0;0;0;0;0;0;2000;0;2021;Kvinna;61-70;18
0;0;0;0;0;0;0;0;0;0;2007;Kvinna;11-17;0
107000;76000;0;0;0;0;76000;0;3000;104000;2018;Kvinna;18-30;5
12000;0;0;0;0;0;0;0;0;12000;2019;Kvinna;18-30;1
27000;0;0;0;0;0;0;0;9000;18000;2020;Man;18-30;18
0;0;0;0;0;0;0;0;0;0;2015;Man;41-50;0
15000;0;0;0;0;0;0;0;13000;0;2021;Man;31-40;3
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;31-40;0
0;0;0;0;0;0;0;0;0;0;2001;Man;51-60;0
50000;0;0;0;0;0;0;0;3000;48000;2021;Man;61-70;23
195000;0;0;0;0;0;0;0;194000;0;2015;Kvinna;71-80;0
6263000;0;0;0;0;0;0;0;5847000;377000;2008;Man;71-80;22
260000;0;0;0;0;0;0;0;0;260000;2017;Kvinna;31-40;9
111000;0;0;0;0;0;0;0;65000;42000;2017;Kvinna;18-30;2
388000;0;0;0;0;0;0;0;0;345000;2000;Man;41-50;10
0;0;0;0;0;0;0;0;0;0;2002;Man;41-50;0
165000;0;0;0;0;0;0;0;0;0;2019;Man;18-30;0
145000;0;0;0;0;0;0;0;116000;26000;2019;Man;18-30;5
1480000;0;0;0;0;0;0;0;1073000;379000;2009;Man;71-80;1
32000;0;0;0;0;0;0;0;0;32000;2021;Man;31-40;1
634000;0;0;0;0;0;0;0;0;0;2019;Man;31-40;26
14000;0;0;0;0;0;0;0;1000;27000;2014;Kvinna;31-40;12
26000;0;0;0;0;0;0;0;20000;6000;2020;Kvinna;41-50;14
108000;0;0;0;0;0;0;0;0;0;2020;Kvinna;61-70;1
0;0;0;0;0;0;0;0;0;0;2019;Kvinna;31-40;0
89000;0;0;0;0;0;0;0;0;89000;2015;Man;41-50;2
43000;0;0;0;0;0;0;0;43000;0;2021;Man;31-40;26
0;0;0;0;0;0;0;0;0;0;2002;Företag;-;0
25000;0;0;0;0;0;0;0;0;25000;2018;Man;31-40;1
645000;0;0;0;0;0;0;0;116000;250000;2014;Man;31-40;0
12000;0;0;0;0;0;0;0;0;12000;2021;Kvinna;0-10;0
95000;2000;0;0;0;0;0;2000;0;3000;2020;Kvinna;18-30;3
267000;0;0;0;0;0;0;0;91000;56000;2020;Man;61-70;11
172000;0;0;0;0;0;0;0;54000;98000;2020;Man;18-30;18
11000;0;0;0;0;0;0;0;0;5000;2019;Kvinna;51-60;2
7000;0;0;0;0;0;0;0;0;7000;2021;Kvinna;31-40;0
168000;0;0;0;0;0;0;0;178000;0;2016;Kvinna;81-90;0
59000;0;0;0;0;0;0;0;31000;28000;2020;Man;51-60;21
13000;0;0;0;0;0;0;0;0;0;2012;Man;41-50;0
6000;0;0;0;0;0;0;0;6000;0;2021;Man;0-10;0
9000;0;0;0;0;0;0;0;7000;0;2021;Man;11-17;4
3001000;0;0;0;0;0;0;0;2913000;0;2007;Företag;-;0
143000;1000;0;0;0;0;0;0;89000;9000;2017;Kvinna;31-40;5
82000;0;0;0;0;0;0;0;0;0;2005;Kvinna;71-80;0
108000;0;0;0;0;0;0;0;0;108000;2010;Man;41-50;0
12000;0;0;0;0;0;0;0;1000;11000;2018;Man;18-30;12
30000;0;0;0;0;0;0;0;0;30000;2017;Man;31-40;0
12000;0;0;0;0;0;0;0;5000;0;2020;Kvinna;18-30;0
159000;0;0;0;0;0;0;0;159000;0;2011;Man;51-60;0
50000;0;0;0;0;0;0;0;9000;40000;2020;Man;41-50;9
15000;0;0;0;0;0;0;0;0;12000;2014;Kvinna;18-30;3
30000;26000;0;0;0;0;26000;0;4000;26000;2016;Kvinna;18-30;7
345000;32000;0;0;0;0;0;32000;58000;287000;2020;Man;41-50;25
1687000;0;0;0;0;0;0;0;536000;1150000;2016;Man;31-40;0
669000;0;0;0;0;0;0;0;179000;488000;2014;Man;31-40;1
534000;0;0;0;0;0;0;0;533000;0;2021;Man;18-30;22
93000;0;0;0;0;0;0;0;0;93000;2010;Kvinna;51-60;4
75000;0;0;0;0;0;0;0;47000;28000;2015;Man;18-30;8
11000;0;0;0;0;0;0;0;2000;0;2020;Man;31-40;15
1160000;338000;0;0;0;0;0;338000;0;1160000;2006;Man;41-50;20
7000;0;0;0;0;0;0;0;5000;2000;2019;Kvinna;61-70;1
174000;0;0;0;0;0;0;0;0;0;2017;Man;61-70;0
172000;0;0;0;0;0;0;0;0;172000;2010;Man;51-60;4
179000;0;0;0;0;0;0;0;0;178000;2000;Man;71-80;0
0;0;0;0;0;0;0;0;0;0;2021;Man;31-40;5
52000;0;0;0;0;0;0;0;61000;0;2019;Kvinna;41-50;0
12000;0;0;0;0;0;0;0;0;12000;2000;Kvinna;71-80;0
695000;0;0;0;0;0;0;0;0;691000;2021;Företag;-;17
169000;0;0;0;0;0;0;0;159000;0;2020;Man;31-40;6
22000;0;0;0;0;0;0;0;4000;18000;2016;Kvinna;41-50;1
202000;0;0;0;0;0;0;0;0;90000;2019;Man;18-30;19
0;0;0;0;0;0;0;0;0;0;2020;Man;31-40;1
