Totalt kapital på Avanza;Totalt kapital i Auto;Kapital i Avanza Auto 1;Kapital i Avanza Auto 2;Kapital i Avanza Auto 3;Kapital i Avanza Auto 4;Kapital i Avanza Auto 5;Kapital i Avanza Auto 6;Kapital i aktier;Kapital i fonder (inklusive Auto);Kund sedan år;Kön;Åldersintervall;Inloggade dagar senaste månaden
38000;0;0;0;0;0;0;0;2000;36000;2020;Kvinna;18-30;18
5000;0;0;0;0;0;0;0;3000;0;2020;Man;41-50;0
4000;0;0;0;0;0;0;0;0;0;2014;Företag;-;0
2060000;0;0;0;0;0;0;0;1225000;314000;2013;Man;31-40;22
135000;0;0;0;0;0;0;0;134000;0;2021;Man;31-40;26
1000;0;0;0;0;0;0;0;0;0;2021;Kvinna;51-60;0
0;0;0;0;0;0;0;0;0;0;2014;Företag;-;0
10000;0;0;0;0;0;0;0;10000;0;2021;Man;18-30;23
30000;4000;0;0;0;0;0;4000;18000;11000;2016;Kvinna;31-40;6
622000;0;0;0;0;0;0;0;555000;0;2019;Man;18-30;15
765000;0;0;0;0;0;0;0;590000;0;2000;Man;51-60;0
2543000;0;0;0;0;0;0;0;2288000;249000;2018;Företag;-;14
38000;0;0;0;0;0;0;0;18000;21000;2021;Man;51-60;8
323000;0;0;0;0;0;0;0;127000;188000;2017;Man;31-40;26
0;0;0;0;0;0;0;0;0;0;2020;Man;41-50;3
73000;0;0;0;0;0;0;0;10000;56000;2017;Företag;-;6
4808000;0;0;0;0;0;0;0;1006000;3779000;2014;Man;41-50;19
27000;0;0;0;0;0;0;0;22000;5000;2020;Man;18-30;25
72000;0;0;0;0;0;0;0;69000;0;2017;Man;18-30;3
467000;0;0;0;0;0;0;0;466000;0;2000;Man;71-80;27
75000;0;0;0;0;0;0;0;68000;0;2020;Kvinna;41-50;16
0;0;0;0;0;0;0;0;0;0;2009;Man;81-90;0
1000;0;0;0;0;0;0;0;1000;0;2021;Man;11-17;11
182000;0;0;0;0;0;0;0;177000;0;2020;Man;18-30;21
6000;0;0;0;0;0;0;0;0;0;2020;Man;18-30;1
8000;0;0;0;0;0;0;0;2000;6000;2019;Kvinna;51-60;5
99000;0;0;0;0;0;0;0;64000;34000;2018;Man;18-30;7
6000;0;0;0;0;0;0;0;6000;0;2017;Kvinna;31-40;0
0;0;0;0;0;0;0;0;0;0;2000;Man;61-70;0
159000;0;0;0;0;0;0;0;61000;82000;2020;Man;41-50;22
5376000;0;0;0;0;0;0;0;341000;4584000;2018;Man;51-60;2
803000;0;0;0;0;0;0;0;31000;0;2018;Man;71-80;23
225000;0;0;0;0;0;0;0;84000;10000;2017;Kvinna;61-70;25
0;0;0;0;0;0;0;0;0;0;2017;Man;31-40;0
822000;0;0;0;0;0;0;0;171000;562000;2015;Man;41-50;31
1876000;0;0;0;0;0;0;0;1038000;861000;2014;Man;31-40;26
187000;0;0;0;0;0;0;0;0;184000;2010;Kvinna;51-60;1
1000;0;0;0;0;0;0;0;1000;0;2020;Man;18-30;2
3000;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
18000;0;0;0;0;0;0;0;17000;0;2014;Man;31-40;6
17000;0;0;0;0;0;0;0;0;0;2020;Man;31-40;12
1000;0;0;0;0;0;0;0;1000;0;2021;Man;18-30;13
0;0;0;0;0;0;0;0;0;0;2021;Man;11-17;1
34000;0;0;0;0;0;0;0;27000;0;2017;Kvinna;51-60;0
6000;0;0;0;0;0;0;0;0;6000;2021;Kvinna;18-30;2
10000;0;0;0;0;0;0;0;5000;4000;2021;Kvinna;18-30;9
8000;0;0;0;0;0;0;0;8000;0;2015;Kvinna;31-40;18
14000;0;0;0;0;0;0;0;14000;0;2019;Man;18-30;3
0;0;0;0;0;0;0;0;0;0;2016;Man;18-30;1
4000;0;0;0;0;0;0;0;4000;0;2020;Man;18-30;18
5000;0;0;0;0;0;0;0;5000;0;2021;Man;18-30;20
108000;0;0;0;0;0;0;0;0;86000;2021;Kvinna;18-30;14
401000;0;0;0;0;0;0;0;0;401000;2019;Kvinna;31-40;29
512000;0;0;0;0;0;0;0;212000;45000;2014;Man;61-70;27
95000;0;0;0;0;0;0;0;92000;0;2009;Man;41-50;1
432000;0;0;0;0;0;0;0;0;209000;2015;Man;71-80;9
27000;13000;2000;0;0;7000;0;4000;0;13000;2013;Man;61-70;0
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
56000;0;0;0;0;0;0;0;48000;0;2017;Man;41-50;1
325000;0;0;0;0;0;0;0;0;325000;2015;Kvinna;31-40;1
479000;0;0;0;0;0;0;0;454000;0;2018;Kvinna;31-40;20
190000;0;0;0;0;0;0;0;0;190000;2010;Man;61-70;1
941000;0;0;0;0;0;0;0;872000;69000;2012;Man;31-40;21
8000;0;0;0;0;0;0;0;0;8000;2020;Kvinna;18-30;0
4000;0;0;0;0;0;0;0;4000;1000;2019;Man;31-40;2
1000;0;0;0;0;0;0;0;0;1000;2020;Kvinna;11-17;0
0;0;0;0;0;0;0;0;0;0;2008;Kvinna;51-60;0
60000;0;0;0;0;0;0;0;60000;0;2020;Man;18-30;10
35000;0;0;0;0;0;0;0;3000;0;2017;Kvinna;51-60;0
244000;0;0;0;0;0;0;0;4000;221000;2019;Kvinna;31-40;4
322000;0;0;0;0;0;0;0;753000;0;2019;Kvinna;31-40;22
37000;0;0;0;0;0;0;0;13000;17000;2021;Kvinna;18-30;11
0;0;0;0;0;0;0;0;0;0;2021;Man;31-40;0
0;0;0;0;0;0;0;0;0;0;2008;Man;31-40;0
31000;0;0;0;0;0;0;0;8000;0;2021;Man;51-60;5
49000;0;0;0;0;0;0;0;49000;0;2016;Man;41-50;8
208000;0;0;0;0;0;0;0;178000;29000;2021;Man;41-50;31
68000;0;0;0;0;0;0;0;0;68000;2020;Kvinna;51-60;3
0;0;0;0;0;0;0;0;0;0;2017;Kvinna;71-80;1
27000;0;0;0;0;0;0;0;27000;0;2000;Kvinna;51-60;0
0;0;0;0;0;0;0;0;0;0;2019;Man;18-30;8
31000;0;0;0;0;0;0;0;31000;0;2020;Man;51-60;6
4000;0;0;0;0;0;0;0;2000;1000;2017;Man;11-17;2
105000;24000;0;0;0;0;24000;0;80000;24000;2021;Man;31-40;26
1000;0;0;0;0;0;0;0;1000;0;2021;Kvinna;18-30;4
11000;0;0;0;0;0;0;0;0;11000;2014;Kvinna;31-40;0
261000;0;0;0;0;0;0;0;234000;8000;2019;Man;18-30;29
0;0;0;0;0;0;0;0;0;0;2006;Man;31-40;4
0;0;0;0;0;0;0;0;0;0;2015;Man;31-40;3
1449000;0;0;0;0;0;0;0;0;1192000;2008;Kvinna;18-30;1
388000;0;0;0;0;0;0;0;0;357000;2000;Man;51-60;31
17000;0;0;0;0;0;0;0;13000;4000;2018;Kvinna;41-50;16
320000;0;0;0;0;0;0;0;276000;0;2012;Man;18-30;23
47000;0;0;0;0;0;0;0;15000;27000;2021;Man;18-30;0
1000;0;0;0;0;0;0;0;0;0;2015;Man;18-30;0
74000;4000;0;0;0;0;0;4000;28000;45000;2019;Man;41-50;27
9000;7000;0;0;0;0;7000;0;0;8000;2021;Kvinna;31-40;7
66000;0;0;0;0;0;0;0;13000;5000;2009;Kvinna;41-50;6
45000;0;0;0;0;0;0;0;0;0;2015;Kvinna;0-10;0
2000;0;0;0;0;0;0;0;0;2000;2021;Kvinna;18-30;15
297000;59000;0;0;0;0;59000;0;52000;217000;2020;Kvinna;31-40;2
46000;0;0;0;0;0;0;0;46000;0;2016;Kvinna;18-30;2
6000;0;0;0;0;0;0;0;6000;0;2019;Man;18-30;1
81000;0;0;0;0;0;0;0;81000;0;2007;Man;41-50;3
1017000;0;0;0;0;0;0;0;29000;0;2007;Företag;-;0
29000;0;0;0;0;0;0;0;0;28000;2020;Man;18-30;3
3000;0;0;0;0;0;0;0;1000;0;2020;Kvinna;31-40;2
113000;0;0;0;0;0;0;0;0;108000;2015;Man;51-60;0
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;0
8000;0;0;0;0;0;0;0;0;8000;2021;Man;51-60;3
19306000;0;0;0;0;0;0;0;10922000;0;2016;Företag;-;28
170000;0;0;0;0;0;0;0;0;169000;2008;Kvinna;31-40;0
293000;0;0;0;0;0;0;0;163000;110000;2019;Kvinna;51-60;25
141000;0;0;0;0;0;0;0;37000;103000;2017;Man;18-30;12
9000;0;0;0;0;0;0;0;9000;0;2021;Kvinna;41-50;14
11000;0;0;0;0;0;0;0;0;10000;2020;Kvinna;31-40;1
2000;0;0;0;0;0;0;0;0;0;2017;Man;61-70;0
274000;0;0;0;0;0;0;0;0;274000;2016;Man;31-40;0
1878000;0;0;0;0;0;0;0;172000;1704000;2007;Man;51-60;9
2000;0;0;0;0;0;0;0;0;0;2014;Man;18-30;0
6000;0;0;0;0;0;0;0;0;6000;2020;Man;18-30;2
9000;0;0;0;0;0;0;0;8000;0;2014;Man;18-30;9
127000;0;0;0;0;0;0;0;127000;0;2018;Kvinna;51-60;6
51000;0;0;0;0;0;0;0;7000;43000;2000;Man;51-60;6
98000;0;0;0;0;0;0;0;42000;47000;2020;Man;18-30;22
55000;0;0;0;0;0;0;0;27000;22000;2019;Man;18-30;8
0;0;0;0;0;0;0;0;0;0;2021;Man;31-40;3
121000;0;0;0;0;0;0;0;116000;4000;2019;Man;18-30;2
711000;0;0;0;0;0;0;0;27000;295000;2016;Man;41-50;3
32000;0;0;0;0;0;0;0;0;32000;2019;Man;51-60;2
58000;0;0;0;0;0;0;0;58000;0;2021;Man;18-30;26
565000;0;0;0;0;0;0;0;119000;445000;2012;Man;61-70;19
2000;0;0;0;0;0;0;0;1000;0;2019;Man;18-30;5
3547000;0;0;0;0;0;0;0;1148000;2309000;2015;Man;41-50;30
0;0;0;0;0;0;0;0;0;0;2020;Man;31-40;0
64000;0;0;0;0;0;0;0;63000;0;2011;Man;41-50;2
0;0;0;0;0;0;0;0;0;0;2018;Kvinna;31-40;0
2000;0;0;0;0;0;0;0;0;0;2020;Kvinna;51-60;0
0;0;0;0;0;0;0;0;0;0;2009;Man;41-50;0
76000;0;0;0;0;0;0;0;0;0;2010;Man;61-70;0
10000;0;0;0;0;0;0;0;9000;0;2020;Man;31-40;0
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;9
19000;0;0;0;0;0;0;0;19000;0;2020;Man;61-70;23
1000;0;0;0;0;0;0;0;0;1000;2021;Man;41-50;6
395000;0;0;0;0;0;0;0;91000;282000;2015;Man;31-40;14
109000;0;0;0;0;0;0;0;0;109000;2019;Kvinna;61-70;1
62000;0;0;0;0;0;0;0;0;62000;2010;Man;41-50;0
5000;0;0;0;0;0;0;0;4000;0;2015;Kvinna;31-40;2
17000;0;0;0;0;0;0;0;0;0;2014;Man;18-30;16
648000;0;0;0;0;0;0;0;0;634000;2014;Man;61-70;6
1000;0;0;0;0;0;0;0;0;1000;2020;Man;18-30;12
100000;0;0;0;0;0;0;0;17000;73000;2015;Man;18-30;8
7000;0;0;0;0;0;0;0;7000;0;2021;Man;31-40;20
1000;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
0;0;0;0;0;0;0;0;0;0;2012;Kvinna;31-40;0
486000;0;0;0;0;0;0;0;483000;0;2013;Man;41-50;24
6000;0;0;0;0;0;0;0;0;0;2020;Man;31-40;0
317000;0;0;0;0;0;0;0;280000;33000;2020;Kvinna;18-30;23
11000;0;0;0;0;0;0;0;1000;6000;2021;Man;18-30;0
1425000;9000;0;0;9000;0;0;0;1353000;72000;2017;Man;61-70;24
12000;0;0;0;0;0;0;0;11000;0;2021;Man;31-40;26
2608000;0;0;0;0;0;0;0;1615000;0;2011;Man;61-70;25
235000;0;0;0;0;0;0;0;78000;121000;2013;Man;71-80;3
165000;0;0;0;0;0;0;0;165000;0;2020;Man;51-60;20
2058000;275000;0;0;0;0;146000;130000;0;2028000;2017;Man;41-50;2
52000;0;0;0;0;0;0;0;0;52000;2019;Kvinna;31-40;0
59000;0;0;0;0;0;0;0;14000;44000;2020;Man;41-50;6
670000;0;0;0;0;0;0;0;0;670000;2021;Kvinna;31-40;28
48000;0;0;0;0;0;0;0;36000;12000;2020;Man;18-30;1
1622000;0;0;0;0;0;0;0;0;1622000;2014;Kvinna;41-50;1
1000;0;0;0;0;0;0;0;0;1000;2019;Man;31-40;0
6000;0;0;0;0;0;0;0;0;6000;2008;Man;18-30;0
9000;0;0;0;0;0;0;0;0;9000;2021;Man;31-40;5
2000;0;0;0;0;0;0;0;0;0;2017;Kvinna;41-50;0
16000;8000;0;0;8000;0;0;0;0;16000;2021;Man;18-30;3
26000;0;0;0;0;0;0;0;23000;1000;2015;Man;51-60;13
6000;0;0;0;0;0;0;0;6000;0;2020;Man;18-30;9
246000;12000;0;0;0;0;6000;5000;0;245000;2020;Kvinna;51-60;2
9000;0;0;0;0;0;0;0;9000;0;2021;Man;11-17;19
76000;0;0;0;0;0;0;0;44000;0;2012;Man;51-60;16
324000;6000;0;0;6000;0;0;0;18000;306000;2017;Man;18-30;2
277000;0;0;0;0;0;0;0;282000;0;2020;Man;41-50;13
1000;0;0;0;0;0;0;0;0;1000;2020;Kvinna;31-40;0
2000;0;0;0;0;0;0;0;2000;0;2017;Man;0-10;0
1893000;0;0;0;0;0;0;0;2268000;357000;2014;Man;31-40;29
13000;0;0;0;0;0;0;0;0;0;2017;Kvinna;31-40;0
800000;0;0;0;0;0;0;0;351000;428000;2016;Kvinna;31-40;12
208000;45000;0;0;0;0;0;45000;155000;53000;2018;Man;51-60;2
1441000;0;0;0;0;0;0;0;0;1036000;2015;Man;71-80;13
134000;0;0;0;0;0;0;0;133000;0;2020;Man;18-30;24
222000;0;0;0;0;0;0;0;190000;30000;2020;Man;31-40;27
9000;3000;0;3000;0;0;0;0;0;9000;2018;Kvinna;18-30;8
0;0;0;0;0;0;0;0;0;0;2013;Man;41-50;0
0;0;0;0;0;0;0;0;0;0;2020;Kvinna;41-50;4
2000;0;0;0;0;0;0;0;0;0;2013;Kvinna;31-40;0
0;0;0;0;0;0;0;0;0;0;2016;Man;41-50;0
47000;0;0;0;0;0;0;0;36000;10000;2017;Kvinna;11-17;0
238000;0;0;0;0;0;0;0;130000;74000;2019;Man;18-30;23
576000;0;0;0;0;0;0;0;575000;0;2020;Man;31-40;7
0;0;0;0;0;0;0;0;0;0;2010;Företag;-;0
101000;0;0;0;0;0;0;0;101000;0;2018;Man;31-40;22
23000;0;0;0;0;0;0;0;13000;10000;2020;Kvinna;18-30;0
4000;0;0;0;0;0;0;0;0;4000;2021;Man;41-50;10
42000;0;0;0;0;0;0;0;42000;0;2007;Man;18-30;25
3000;0;0;0;0;0;0;0;0;3000;2021;Kvinna;18-30;13
70000;0;0;0;0;0;0;0;0;70000;2018;Man;31-40;2
7000;0;0;0;0;0;0;0;0;7000;2014;Kvinna;11-17;0
34000;0;0;0;0;0;0;0;0;34000;2019;Kvinna;18-30;0
69000;0;0;0;0;0;0;0;69000;0;2021;Man;31-40;24
0;0;0;0;0;0;0;0;0;0;2019;Kvinna;18-30;1
3000;0;0;0;0;0;0;0;3000;0;2021;Man;18-30;22
22000;0;0;0;0;0;0;0;5000;17000;2021;Kvinna;51-60;17
38000;0;0;0;0;0;0;0;0;38000;2000;Kvinna;41-50;1
439000;0;0;0;0;0;0;0;144000;178000;2015;Man;18-30;20
2000;0;0;0;0;0;0;0;1000;0;2018;Man;18-30;17
806000;0;0;0;0;0;0;0;0;698000;2017;Kvinna;41-50;0
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;11-17;0
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
542000;0;0;0;0;0;0;0;9000;42000;2020;Kvinna;31-40;6
368000;0;0;0;0;0;0;0;146000;222000;2011;Man;18-30;5
22000;0;0;0;0;0;0;0;0;22000;2008;Kvinna;71-80;0
1820000;0;0;0;0;0;0;0;780000;929000;2000;Man;61-70;21
930000;0;0;0;0;0;0;0;0;929000;2015;Kvinna;51-60;2
204000;0;0;0;0;0;0;0;0;203000;2010;Kvinna;51-60;0
6300000;0;0;0;0;0;0;0;5625000;613000;2015;Man;51-60;27
14000;0;0;0;0;0;0;0;14000;0;2021;Kvinna;18-30;3
322000;0;0;0;0;0;0;0;322000;0;2020;Man;18-30;3
0;0;0;0;0;0;0;0;0;0;2018;Kvinna;31-40;1
42000;0;0;0;0;0;0;0;0;42000;2019;Kvinna;18-30;0
713000;0;0;0;0;0;0;0;388000;172000;2007;Man;31-40;9
0;0;0;0;0;0;0;0;0;0;2017;Man;41-50;0
381000;33000;0;0;0;0;33000;0;6000;366000;2012;Kvinna;31-40;2
1000;0;0;0;0;0;0;0;0;0;2021;Man;18-30;1
71000;0;0;0;0;0;0;0;56000;15000;2020;Man;31-40;25
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;31-40;1
4000;0;0;0;0;0;0;0;4000;0;2019;Man;18-30;23
16000;0;0;0;0;0;0;0;0;0;2018;Man;0-10;0
53000;0;0;0;0;0;0;0;11000;0;2018;Man;61-70;0
208000;0;0;0;0;0;0;0;176000;24000;2021;Man;18-30;26
160000;0;0;0;0;0;0;0;0;160000;2010;Man;41-50;0
6335000;0;0;0;0;0;0;0;5655000;0;2021;Företag;-;19
2932000;0;0;0;0;0;0;0;1232000;776000;2010;Man;51-60;22
530000;0;0;0;0;0;0;0;538000;5000;2017;Man;31-40;30
13000;0;0;0;0;0;0;0;0;13000;2008;Kvinna;31-40;6
400000;0;0;0;0;0;0;0;0;0;2021;Kvinna;41-50;0
26000;0;0;0;0;0;0;0;25000;0;2020;Man;31-40;12
34000;0;0;0;0;0;0;0;33000;1000;2017;Kvinna;18-30;1
64000;0;0;0;0;0;0;0;17000;47000;2020;Kvinna;31-40;22
14000;0;0;0;0;0;0;0;7000;7000;2018;Kvinna;31-40;11
10000;0;0;0;0;0;0;0;0;0;2000;Man;51-60;0
5000;0;0;0;0;0;0;0;1000;3000;2019;Kvinna;18-30;2
498000;0;0;0;0;0;0;0;0;0;2012;Kvinna;61-70;0
5000;0;0;0;0;0;0;0;0;5000;2020;Kvinna;18-30;3
12750000;0;0;0;0;0;0;0;7708000;311000;2012;Kvinna;18-30;2
10000;0;0;0;0;0;0;0;10000;0;2021;Kvinna;18-30;25
1690000;0;0;0;0;0;0;0;286000;809000;2016;Man;41-50;31
1078000;89000;0;60000;0;0;29000;0;137000;919000;2015;Man;41-50;8
163000;85000;0;0;13000;0;72000;0;0;163000;2019;Kvinna;18-30;7
48000;0;0;0;0;0;0;0;48000;0;2009;Man;61-70;7
3000;0;0;0;0;0;0;0;0;3000;2018;Kvinna;31-40;1
1000;0;0;0;0;0;0;0;0;0;2010;Man;61-70;1
97000;0;0;0;0;0;0;0;96000;0;2020;Kvinna;18-30;4
173000;0;0;0;0;0;0;0;0;172000;2011;Kvinna;41-50;5
3000;0;0;0;0;0;0;0;3000;0;2018;Kvinna;18-30;4
194000;0;0;0;0;0;0;0;0;85000;2017;Man;41-50;22
0;0;0;0;0;0;0;0;0;0;2018;Kvinna;18-30;0
85000;0;0;0;0;0;0;0;49000;36000;2016;Man;31-40;1
85000;0;0;0;0;0;0;0;66000;19000;2008;Man;41-50;11
0;0;0;0;0;0;0;0;0;0;2017;Man;18-30;0
298000;0;0;0;0;0;0;0;124000;0;2001;Man;61-70;22
1000;0;0;0;0;0;0;0;1000;0;2021;Man;31-40;0
416000;0;0;0;0;0;0;0;290000;125000;2010;Kvinna;18-30;4
51000;0;0;0;0;0;0;0;41000;0;2017;Kvinna;18-30;15
16000;0;0;0;0;0;0;0;0;16000;2020;Kvinna;18-30;4
175000;0;0;0;0;0;0;0;0;175000;2015;Man;0-10;0
125000;0;0;0;0;0;0;0;84000;38000;2016;Man;18-30;20
150000;0;0;0;0;0;0;0;139000;12000;2015;Man;31-40;13
365000;10000;0;0;0;0;10000;0;5000;361000;2018;Man;51-60;12
269000;0;0;0;0;0;0;0;21000;248000;2020;Man;18-30;26
11000;0;0;0;0;0;0;0;9000;1000;2020;Kvinna;61-70;0
6183000;0;0;0;0;0;0;0;6606000;0;2002;Man;81-90;2
168000;0;0;0;0;0;0;0;35000;129000;2021;Man;18-30;3
9000;0;0;0;0;0;0;0;0;8000;2020;Kvinna;41-50;20
414000;0;0;0;0;0;0;0;0;414000;2021;Kvinna;41-50;26
327000;0;0;0;0;0;0;0;141000;186000;2015;Kvinna;31-40;5
8000;0;0;0;0;0;0;0;8000;0;2021;Kvinna;51-60;18
12000;0;0;0;0;0;0;0;11000;1000;2021;Kvinna;18-30;20
17000;0;0;0;0;0;0;0;17000;0;2019;Kvinna;61-70;1
6000;0;0;0;0;0;0;0;0;5000;2019;Man;18-30;0
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;31-40;0
106000;0;0;0;0;0;0;0;40000;0;2015;Man;41-50;23
344000;0;0;0;0;0;0;0;0;235000;2021;Kvinna;61-70;0
164000;32000;0;32000;0;0;0;0;19000;145000;2020;Kvinna;18-30;6
341000;0;0;0;0;0;0;0;0;239000;2017;Kvinna;18-30;1
249000;0;0;0;0;0;0;0;0;249000;2016;Kvinna;41-50;1
3000;0;0;0;0;0;0;0;3000;0;2020;Man;51-60;0
270000;269000;59000;0;0;136000;0;74000;0;269000;2018;Kvinna;41-50;0
57000;0;0;0;0;0;0;0;0;0;2020;Man;11-17;0
424000;0;0;0;0;0;0;0;292000;73000;2016;Kvinna;18-30;5
1007000;0;0;0;0;0;0;0;310000;663000;2015;Kvinna;31-40;30
49000;0;0;0;0;0;0;0;22000;26000;2017;Man;18-30;25
0;0;0;0;0;0;0;0;0;0;2004;Kvinna;31-40;0
68000;10000;0;0;0;0;10000;0;28000;41000;2018;Man;31-40;31
0;0;0;0;0;0;0;0;0;0;2017;Man;41-50;0
749000;0;0;0;0;0;0;0;245000;0;2017;Man;18-30;16
174000;40000;0;0;0;0;0;40000;11000;159000;2016;Kvinna;51-60;30
63000;0;0;0;0;0;0;0;12000;51000;2020;Kvinna;41-50;10
1000;0;0;0;0;0;0;0;0;1000;2021;Man;31-40;0
0;0;0;0;0;0;0;0;0;0;2007;Kvinna;31-40;0
128000;0;0;0;0;0;0;0;128000;0;2016;Man;41-50;25
4000;0;0;0;0;0;0;0;3000;0;2013;Man;31-40;0
9000;9000;0;0;0;0;9000;0;0;9000;2021;Man;31-40;1
22000;7000;0;0;0;0;7000;0;8000;13000;2017;Man;18-30;9
238000;0;0;0;0;0;0;0;109000;129000;2018;Man;31-40;23
11000;0;0;0;0;0;0;0;11000;0;2017;Man;51-60;0
84000;0;0;0;0;0;0;0;83000;0;2011;Man;11-17;0
155000;0;0;0;0;0;0;0;59000;94000;2017;Kvinna;31-40;1
781000;0;0;0;0;0;0;0;63000;717000;2019;Man;31-40;4
271000;0;0;0;0;0;0;0;1000;210000;2020;Man;18-30;29
1901000;0;0;0;0;0;0;0;0;0;2007;Företag;-;3
1000;0;0;0;0;0;0;0;0;0;2018;Man;61-70;0
36000;0;0;0;0;0;0;0;0;36000;2020;Kvinna;11-17;0
124000;0;0;0;0;0;0;0;1000;123000;2018;Kvinna;31-40;0
3294000;263000;0;0;0;0;113000;150000;714000;2254000;2009;Man;41-50;21
2000;0;0;0;0;0;0;0;0;2000;2021;Man;11-17;9
87000;0;0;0;0;0;0;0;20000;68000;2020;Man;18-30;28
19000;0;0;0;0;0;0;0;0;19000;2019;Man;51-60;1
0;0;0;0;0;0;0;0;0;0;2010;Man;18-30;0
571000;0;0;0;0;0;0;0;471000;99000;2015;Man;31-40;21
319000;0;0;0;0;0;0;0;0;0;2009;Kvinna;31-40;0
184000;39000;0;0;0;0;39000;0;37000;39000;2011;Man;31-40;6
49000;0;0;0;0;0;0;0;32000;16000;2018;Kvinna;31-40;2
107000;0;0;0;0;0;0;0;0;107000;2019;Man;41-50;8
110000;0;0;0;0;0;0;0;46000;64000;2020;Man;18-30;27
990000;0;0;0;0;0;0;0;862000;75000;2016;Man;31-40;23
14000;0;0;0;0;0;0;0;0;14000;2010;Man;61-70;0
10000;0;0;0;0;0;0;0;1000;10000;2021;Kvinna;18-30;6
42606000;0;0;0;0;0;0;0;12768000;23717000;2006;Man;71-80;28
15000;0;0;0;0;0;0;0;0;0;2021;Kvinna;18-30;23
0;0;0;0;0;0;0;0;0;0;2015;Man;31-40;0
31000;31000;0;0;0;0;0;31000;0;31000;2021;Kvinna;18-30;5
37000;0;0;0;0;0;0;0;3000;34000;2020;Man;51-60;5
1000;0;0;0;0;0;0;0;1000;0;2017;Man;18-30;0
8513000;0;0;0;0;0;0;0;1728000;2819000;2015;Kvinna;61-70;23
186000;0;0;0;0;0;0;0;36000;151000;2020;Kvinna;18-30;16
1000;0;0;0;0;0;0;0;0;1000;2021;Man;18-30;6
18000;0;0;0;0;0;0;0;0;18000;2021;Kvinna;11-17;0
710000;0;0;0;0;0;0;0;1045000;0;2016;Man;18-30;24
1315000;0;0;0;0;0;0;0;0;1315000;2016;Man;41-50;0
5000;5000;0;5000;0;0;0;0;0;5000;2021;Kvinna;71-80;2
0;0;0;0;0;0;0;0;0;0;2008;Man;31-40;0
0;0;0;0;0;0;0;0;0;0;2000;Man;41-50;0
463000;0;0;0;0;0;0;0;297000;0;2013;Man;31-40;1
270000;0;0;0;0;0;0;0;77000;105000;2008;Kvinna;11-17;0
2000;0;0;0;0;0;0;0;0;2000;2021;Kvinna;51-60;0
1000;0;0;0;0;0;0;0;1000;0;2019;Kvinna;31-40;3
11000;0;0;0;0;0;0;0;0;11000;2020;Man;0-10;0
34000;23000;0;0;0;0;0;23000;10000;24000;2019;Man;31-40;21
201000;0;0;0;0;0;0;0;26000;174000;2011;Kvinna;51-60;1
174000;0;0;0;0;0;0;0;0;174000;2021;Kvinna;61-70;27
953000;0;0;0;0;0;0;0;904000;31000;2012;Man;61-70;16
105000;0;0;0;0;0;0;0;0;0;2014;Man;71-80;0
364000;0;0;0;0;0;0;0;0;363000;2009;Kvinna;11-17;0
14000;0;0;0;0;0;0;0;1000;2000;2020;Man;18-30;2
326000;0;0;0;0;0;0;0;240000;27000;2020;Kvinna;41-50;0
1069000;0;0;0;0;0;0;0;842000;145000;2013;Företag;-;20
53000;0;0;0;0;0;0;0;0;32000;2018;Kvinna;61-70;2
45000;13000;0;0;0;0;0;13000;9000;36000;2020;Man;18-30;21
1000;0;0;0;0;0;0;0;0;0;2021;Man;18-30;18
83000;0;0;0;0;0;0;0;59000;0;2021;Kvinna;61-70;2
3495000;0;0;0;0;0;0;0;1715000;1218000;2013;Kvinna;41-50;2
55000;0;0;0;0;0;0;0;0;0;2017;Man;31-40;0
138000;0;0;0;0;0;0;0;7000;131000;2017;Man;31-40;0
1061000;25000;0;0;0;0;0;25000;0;299000;2019;Kvinna;61-70;5
0;0;0;0;0;0;0;0;0;0;2019;Kvinna;31-40;1
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;24
11000;0;0;0;0;0;0;0;0;11000;2021;Kvinna;18-30;10
181000;0;0;0;0;0;0;0;0;131000;2010;Kvinna;41-50;1
54000;54000;0;54000;0;0;0;0;0;54000;2021;Kvinna;18-30;5
48000;4000;0;0;0;0;4000;0;0;48000;2010;Kvinna;31-40;0
1282000;0;0;0;0;0;0;0;861000;417000;2015;Man;61-70;3
276000;0;0;0;0;0;0;0;63000;55000;2020;Man;18-30;29
9000;0;0;0;0;0;0;0;7000;1000;2020;Man;18-30;28
107000;71000;0;0;0;0;43000;28000;3000;101000;2010;Kvinna;41-50;2
1000;0;0;0;0;0;0;0;0;0;2021;Kvinna;41-50;7
220000;0;0;0;0;0;0;0;220000;0;2017;Kvinna;41-50;23
1448000;0;0;0;0;0;0;0;1447000;0;2007;Man;41-50;30
4000;0;0;0;0;0;0;0;3000;0;2020;Man;31-40;1
57000;0;0;0;0;0;0;0;17000;0;2018;Man;31-40;28
